Capricorn 6,Aquarius Alt,Pisces 5,12,8,8,413|426|127|154|251|140|430|103|413,413|426|127|154|251|140|430|103|413
Capricorn 6,Aquarius Alt,Pisces 4A,13,8,8,413|426|457|147|134|231|541|514|413,413|426|457|147|134|231|541|514|413
Capricorn 6,Aquarius Alt,Pisces 4B,10,7,7,413|423|456|347|436|703|406|413,413|423|456|347|436|703|406|413
Capricorn 6,Aquarius Alt,Pisces Alt,10,7,7,413|426|316|043|140|430|103|413,413|426|316|043|140|430|103|413
Capricorn 5,Aquarius 6,Pisces 6,14,10,10,102|015|014|123|156|147|134|103|214|105|102,453|143|034|345|375|485|374|064|174|183|453
Capricorn 5,Aquarius 6,Pisces 5,13,9,8,453|143|013|046|147|437|346|347|346|453,453|143|453|584|473|163|174|183|453
Capricorn 5,Aquarius 6,Pisces 4A,14,9,9,453|143|043|340|641|731|634|643|340|453,453|143|043|340|641|731|634|643|340|453
Capricorn 5,Aquarius 6,Pisces 4B,11,9,8,453|143|043|350|640|741|734|643|340|453,453|143|013|104|405|715|825|524|453
Capricorn 5,Aquarius 6,Pisces Alt,11,7,7,453|143|013|046|147|437|346|453,453|143|073|374|064|174|183|453
Capricorn 5,Aquarius 5,Pisces 6,15,10,10,435|145|132|431|741|754|657|347|457|548|435,102|015|014|123|210|140|241|254|145|132|102
Capricorn 5,Aquarius 5,Pisces 5,14,9,9,120|150|241|142|245|154|125|014|013|120,435|145|132|041|130|241|254|145|132|435
Capricorn 5,Aquarius 5,Pisces 4A,15,8,8,435|134|435|542|451|321|451|542|435,435|134|435|542|451|321|451|542|435
Capricorn 5,Aquarius 5,Pisces 4B,12,8,8,435|134|435|542|451|521|451|542|435,435|134|435|548|847|857|748|745|435
Capricorn 5,Aquarius 5,Pisces Alt,12,8,8,453|143|453|154|245|154|125|154|453,435|134|031|142|241|254|145|132|435
Capricorn 5,Aquarius 4A,Pisces 6,15,10,10,102|105|214|125|012|041|014|013|124|215|102,435|134|034|345|042|152|041|130|103|134|435
Capricorn 5,Aquarius 4A,Pisces 5,14,10,9,102|105|214|125|012|041|014|013|124|215|102,435|134|031|142|152|041|130|103|134|435
Capricorn 5,Aquarius 4A,Pisces 4A,15,9,9,435|134|045|015|042|341|430|763|734|435,435|134|045|015|042|341|430|763|734|435
Capricorn 5,Aquarius 4A,Pisces 4B,12,8,8,453|143|453|540|210|140|041|340|453,435|134|435|548|847|834|537|548|435
Capricorn 5,Aquarius 4A,Pisces Alt,12,8,8,453|143|013|104|034|041|014|123|453,435|134|031|142|052|021|014|304|435
Capricorn 5,Aquarius 4B,Pisces 6,13,9,9,435|134|034|301|012|021|014|103|134|435,435|134|034|345|375|485|374|465|534|435
Capricorn 5,Aquarius 4B,Pisces 5,12,8,8,453|143|034|301|012|125|014|123|453,102|105|235|145|152|041|132|201|102
Capricorn 5,Aquarius 4B,Pisces 4A,13,8,8,435|134|034|301|012|321|451|542|435,435|134|034|301|012|321|451|542|435
Capricorn 5,Aquarius 4B,Pisces 4B,10,7,8,453|154|123|210|120|410|340|453,435|145|135|438|437|736|463|534|435
Capricorn 5,Aquarius 4B,Pisces Alt,10,7,6,453|143|034|301|012|125|154|453,435|134|064|374|465|534|435
Capricorn 5,Aquarius Alt,Pisces 6,13,8,8,453|143|034|345|042|152|041|150|453,453|143|034|345|042|152|041|150|453
Capricorn 5,Aquarius Alt,Pisces 5,12,7,7,453|143|034|041|130|241|150|453,453|143|034|041|130|241|150|453
Capricorn 5,Aquarius Alt,Pisces 4A,13,8,8,435|145|135|405|534|564|473|364|435,435|145|135|405|534|564|473|364|435
Capricorn 5,Aquarius Alt,Pisces 4B,10,7,7,453|143|013|104|403|130|143|453,453|143|013|104|403|130|143|453
Capricorn 5,Aquarius Alt,Pisces Alt,10,6,6,453|143|453|150|241|150|453,453|143|453|150|241|150|453
Capricorn 4A,Aquarius 6,Pisces 6,13,9,9,346|046|147|237|567|437|346|317|416|346,457|348|375|485|374|641|714|723|426|457
Capricorn 4A,Aquarius 6,Pisces 5,12,7,9,457|156|147|437|346|457|527|457,142|152|041|034|164|173|274|571|472|142
Capricorn 4A,Aquarius 6,Pisces 4A,13,8,8,364|374|674|741|431|130|430|461|364,364|374|674|741|431|130|430|461|364
Capricorn 4A,Aquarius 6,Pisces 4B,10,8,8,364|374|641|731|430|140|430|461|364,346|347|437|407|304|614|713|416|346
Capricorn 4A,Aquarius 6,Pisces Alt,10,6,7,013|046|147|437|406|316|013,346|376|473|163|174|143|013|346
Capricorn 4A,Aquarius 5,Pisces 6,14,10,9,346|043|134|147|457|354|347|346|317|416|346,142|012|042|152|241|254|145|132|432|142
Capricorn 4A,Aquarius 5,Pisces 5,13,8,8,124|154|245|154|125|014|123|423|124,142|041|130|241|254|145|132|432|142
Capricorn 4A,Aquarius 5,Pisces 4A,14,9,9,457|458|548|875|784|654|743|854|527|457,457|458|548|875|784|654|743|854|527|457
Capricorn 4A,Aquarius 5,Pisces 4B,11,8,8,475|175|245|154|421|510|541|572|475,475|478|548|847|857|748|475|462|475
Capricorn 4A,Aquarius 5,Pisces Alt,11,7,7,457|154|245|154|125|214|124|457,142|152|241|254|145|132|432|142
Capricorn 4A,Aquarius 4A,Pisces 6,14,9,9,457|348|345|374|347|346|457|428|527|457,457|348|375|485|374|073|346|457|527|457
Capricorn 4A,Aquarius 4A,Pisces 5,13,8,9,124|015|042|152|125|014|123|423|124,364|374|364|475|384|357|047|174|461|364
Capricorn 4A,Aquarius 4A,Pisces 4A,14,8,8,457|348|375|674|687|784|854|527|457,457|348|375|674|687|784|854|527|457
Capricorn 4A,Aquarius 4A,Pisces 4B,11,7,9,475|345|415|142|251|541|572|475,142|145|215|514|501|201|104|135|432|142
Capricorn 4A,Aquarius 4A,Pisces Alt,11,7,8,124|125|012|041|014|123|423|124,142|152|041|340|013|104|135|432|142
Capricorn 4A,Aquarius 4B,Pisces 6,12,9,9,346|347|314|345|354|347|346|317|416|346,142|012|042|152|041|132|201|132|432|142
Capricorn 4A,Aquarius 4B,Pisces 5,11,8,7,124|024|054|345|458|347|456|427|124,142|152|041|132|201|132|432|142
Capricorn 4A,Aquarius 4B,Pisces 4A,12,8,8,364|374|675|345|654|743|734|461|364,364|374|675|345|654|743|734|461|364
Capricorn 4A,Aquarius 4B,Pisces 4B,9,8,8,457|357|456|543|854|784|854|527|457,142|135|104|403|130|201|132|432|142
Capricorn 4A,Aquarius 4B,Pisces Alt,9,7,6,346|347|314|345|458|427|416|346,142|041|132|201|132|432|142
Capricorn 4A,Aquarius Alt,Pisces 6,12,8,8,124|024|051|142|251|140|153|423|124,124|024|051|142|251|140|153|423|124
Capricorn 4A,Aquarius Alt,Pisces 5,11,8,8,031|041|031|140|430|103|014|304|031,031|041|031|140|430|103|014|304|031
Capricorn 4A,Aquarius Alt,Pisces 4A,12,6,6,364|037|364|463|564|461|364,364|037|364|463|564|461|364
Capricorn 4A,Aquarius Alt,Pisces 4B,9,6,6,346|347|437|736|403|416|346,346|347|437|736|403|416|346
Capricorn 4A,Aquarius Alt,Pisces Alt,9,6,6,124|154|251|140|153|423|124,124|154|251|140|153|423|124
Capricorn 4B,Aquarius 6,Pisces 6,13,9,10,468|367|634|641|731|834|537|548|437|468,153|154|451|342|352|485|374|064|174|143|153
Capricorn 4B,Aquarius 6,Pisces 5,12,9,9,153|053|340|640|741|431|104|013|124|153,153|054|351|452|485|374|064|174|143|153
Capricorn 4B,Aquarius 6,Pisces 4A,13,9,9,135|035|304|614|741|431|534|541|432|135,135|035|304|614|741|431|534|541|432|135
Capricorn 4B,Aquarius 6,Pisces 4B,10,9,8,153|053|340|640|741|734|643|340|450|153,153|043|310|401|304|614|713|423|153
Capricorn 4B,Aquarius 6,Pisces Alt,10,8,7,153|253|526|416|147|437|347|456|153,153|140|471|374|064|174|143|153
Capricorn 4B,Aquarius 5,Pisces 6,14,10,10,135|145|412|542|451|321|324|014|013|104|135,135|035|305|314|041|130|241|254|145|142|135
Capricorn 4B,Aquarius 5,Pisces 5,13,9,9,153|154|421|512|245|154|125|014|124|153,135|142|471|374|463|574|587|478|465|135
Capricorn 4B,Aquarius 5,Pisces 4A,14,9,9,135|145|412|542|451|321|410|301|032|135,135|145|412|542|451|321|410|301|032|135
Capricorn 4B,Aquarius 5,Pisces 4B,11,9,8,135|145|412|542|451|421|510|541|432|135,135|034|301|402|415|524|415|142|135
Capricorn 4B,Aquarius 5,Pisces Alt,11,8,9,135|145|412|542|451|124|215|104|135,135|045|315|425|152|241|254|145|142|135
Capricorn 4B,Aquarius 4A,Pisces 6,14,10,10,135|145|412|521|210|140|231|204|215|104|135,135|035|305|312|042|152|041|340|013|104|135
Capricorn 4B,Aquarius 4A,Pisces 5,13,10,10,135|145|418|348|345|374|347|436|547|438|135,135|034|301|031|142|251|541|512|201|104|135
Capricorn 4B,Aquarius 4A,Pisces 4A,14,9,9,135|145|412|521|210|140|231|541|432|135,135|145|412|521|210|140|231|541|432|135
Capricorn 4B,Aquarius 4A,Pisces 4B,11,8,8,153|043|310|401|430|140|430|140|153,135|034|301|402|415|504|201|104|135
Capricorn 4B,Aquarius 4A,Pisces Alt,11,8,9,153|154|421|510|240|143|013|124|153,135|045|315|425|152|041|340|013|104|135
Capricorn 4B,Aquarius 4B,Pisces 6,12,8,9,135|034|301|012|021|124|215|104|135,135|034|301|012|041|031|341|354|045|135
Capricorn 4B,Aquarius 4B,Pisces 5,11,8,8,135|034|301|012|125|214|215|104|135,135|245|572|475|584|473|564|234|135
Capricorn 4B,Aquarius 4B,Pisces 4A,12,8,8,135|034|301|012|321|410|301|032|135,135|034|301|012|321|410|301|032|135
Capricorn 4B,Aquarius 4B,Pisces 4B,9,8,8,135|034|301|012|142|251|541|432|135,135|035|302|401|304|435|564|234|135
Capricorn 4B,Aquarius 4B,Pisces Alt,9,7,7,135|034|301|012|125|215|104|135,135|134|461|364|475|564|234|135
Capricorn 4B,Aquarius Alt,Pisces 6,12,7,7,153|054|351|452|541|251|140|153,153|054|351|452|541|251|140|153
Capricorn 4B,Aquarius Alt,Pisces 5,11,7,7,153|140|471|374|463|574|483|153,153|140|471|374|463|574|483|153
Capricorn 4B,Aquarius Alt,Pisces 4A,12,7,7,135|145|412|501|231|541|432|135,135|145|412|501|231|541|432|135
Capricorn 4B,Aquarius Alt,Pisces 4B,9,7,7,153|043|310|401|304|031|140|153,153|043|310|401|304|031|140|153
Capricorn 4B,Aquarius Alt,Pisces Alt,9,6,6,153|154|421|521|251|140|153,153|154|421|521|251|140|153
Capricorn Alt,Aquarius 6,Pisces 6,12,8,9,153|456|146|137|234|104|013|124|153,153|483|586|573|584|473|163|174|143|153
Capricorn Alt,Aquarius 6,Pisces 5,11,7,7,153|456|146|137|104|013|124|153,153|453|584|473|163|174|143|153
Capricorn Alt,Aquarius 6,Pisces 4A,12,8,8,153|483|476|147|134|231|541|450|153,153|483|476|147|134|231|541|450|153
Capricorn Alt,Aquarius 6,Pisces 4B,9,9,8,135|465|374|641|731|401|510|541|432|135,486|457|548|418|715|825|524|453|486
Capricorn Alt,Aquarius 6,Pisces Alt,9,7,6,153|483|476|147|437|347|456|153,153|483|473|163|174|143|153
Capricorn Alt,Aquarius 5,Pisces 6,13,9,9,135|142|245|154|024|021|124|215|104|135,135|034|367|476|463|574|587|478|465|135
Capricorn Alt,Aquarius 5,Pisces 5,12,8,8,135|142|245|154|125|214|215|104|135,135|132|041|130|241|254|145|142|135
Capricorn Alt,Aquarius 5,Pisces 4A,13,8,8,153|483|574|875|784|654|784|483|153,153|483|574|875|784|654|784|483|153
Capricorn Alt,Aquarius 5,Pisces 4B,10,8,7,135|142|245|154|421|510|541|432|135,135|102|215|514|524|415|142|135
Capricorn Alt,Aquarius 5,Pisces Alt,10,7,7,135|142|245|154|124|215|104|135,135|142|251|241|254|145|142|135
Capricorn Alt,Aquarius 4A,Pisces 6,13,9,9,153|124|215|145|152|025|014|013|124|153,135|142|012|042|152|041|340|013|104|135
Capricorn Alt,Aquarius 4A,Pisces 5,12,8,8,153|124|025|012|041|014|013|124|153,135|142|251|140|231|501|201|104|135
Capricorn Alt,Aquarius 4A,Pisces 4A,13,8,8,153|124|015|042|341|451|784|483|153,153|124|015|042|341|451|784|483|153
Capricorn Alt,Aquarius 4A,Pisces 4B,10,8,7,153|123|014|304|031|140|430|140|153,135|102|215|514|501|201|104|135
Capricorn Alt,Aquarius 4A,Pisces Alt,10,7,7,153|124|025|012|041|014|124|153,135|142|251|541|512|201|104|135
Capricorn Alt,Aquarius 4B,Pisces 6,11,8,8,153|124|025|012|021|014|013|124|153,135|142|012|041|031|341|354|045|135
Capricorn Alt,Aquarius 4B,Pisces 5,10,7,7,153|124|054|345|458|347|456|153,135|145|475|584|473|564|234|135
Capricorn Alt,Aquarius 4B,Pisces 4A,11,7,7,153|124|054|345|654|784|483|153,153|124|054|345|654|784|483|153
Capricorn Alt,Aquarius 4B,Pisces 4B,8,7,7,153|124|213|210|521|451|154|153,135|435|548|847|874|564|234|135
Capricorn Alt,Aquarius 4B,Pisces Alt,8,6,6,153|124|025|012|125|124|153,135|035|364|475|564|234|135
Capricorn Alt,Aquarius Alt,Pisces 6,11,6,6,153|123|253|240|251|140|153,153|123|253|240|251|140|153
Capricorn Alt,Aquarius Alt,Pisces 5,10,6,6,153|453|584|473|574|483|153,153|453|584|473|574|483|153
Capricorn Alt,Aquarius Alt,Pisces 4A,11,7,7,135|132|105|204|231|541|432|135,135|132|105|204|231|541|432|135
Capricorn Alt,Aquarius Alt,Pisces 4B,8,6,6,153|124|215|514|413|140|153,153|124|215|514|413|140|153
Capricorn Alt,Aquarius Alt,Pisces Alt,8,4,4,153|120|251|140|153,153|120|251|140|153
Capricorn 6,Aquarius 6,Aries 6,14,8,9,431|432|465|374|674|741|431|541|431,413|423|456|347|314|415|725|714|743|413
Capricorn 6,Aquarius 6,Aries 5,13,9,9,413|426|457|156|147|437|567|534|504|413,413|423|456|487|458|345|615|714|743|413
Capricorn 6,Aquarius 6,Aries 4A,13,9,8,413|426|457|156|147|437|704|713|403|413,413|426|457|147|437|164|173|140|413
Capricorn 6,Aquarius 6,Aries 4B,12,8,8,857|726|427|456|146|137|438|547|857,857|726|427|456|146|137|438|547|857
Capricorn 6,Aquarius 6,Aries Alt,12,9,9,413|426|316|043|146|137|234|201|504|413,413|426|316|043|146|137|234|201|504|413
Capricorn 6,Aquarius 5,Aries 6,15,10,9,413|426|127|154|245|154|125|452|341|310|413,431|462|132|041|314|415|524|415|402|431
Capricorn 6,Aquarius 5,Aries 5,14,10,10,413|423|456|487|578|487|357|324|021|310|413,413|423|456|487|576|543|413|304|635|304|413
Capricorn 6,Aquarius 5,Aries 4A,14,9,10,746|416|427|154|245|154|427|714|413|746,413|426|457|147|134|043|034|364|635|304|413
Capricorn 6,Aquarius 5,Aries 4B,13,8,8,857|726|456|487|578|487|458|547|857,857|726|456|487|578|487|458|547|857
Capricorn 6,Aquarius 5,Aries Alt,13,9,9,413|426|127|154|245|154|123|210|513|413,413|426|127|154|245|154|123|210|513|413
Capricorn 6,Aquarius 4A,Aries 6,15,9,9,413|426|127|124|015|042|341|451|420|413,431|462|132|041|314|415|504|201|104|431
Capricorn 6,Aquarius 4A,Aries 5,14,9,10,413|426|457|348|375|074|364|435|504|413,413|423|456|487|576|543|834|534|437|406|413
Capricorn 6,Aquarius 4A,Aries 4A,14,8,10,857|726|427|458|345|374|647|746|857,413|423|456|347|674|764|834|534|437|406|413
Capricorn 6,Aquarius 4A,Aries 4B,13,9,9,413|426|127|124|015|042|152|425|514|413,413|426|127|124|015|042|152|425|514|413
Capricorn 6,Aquarius 4A,Aries Alt,13,9,9,413|426|123|014|103|130|143|410|513|413,413|426|123|014|103|130|143|410|513|413
Capricorn 6,Aquarius 4B,Aries 6,13,9,10,413|423|456|347|314|345|452|341|310|413,431|462|132|041|314|415|312|021|012|301|431
Capricorn 6,Aquarius 4B,Aries 5,12,10,9,413|423|456|347|314|345|054|324|021|310|413,524|423|456|487|458|345|654|324|415|524
Capricorn 6,Aquarius 4B,Aries 4A,12,10,9,413|423|456|347|648|378|487|174|143|140|413,413|426|123|014|341|431|534|435|504|413
Capricorn 6,Aquarius 4B,Aries 4B,11,8,8,857|726|456|347|314|345|458|547|857,857|726|456|347|314|345|458|547|857
Capricorn 6,Aquarius 4B,Aries Alt,11,9,9,413|423|456|347|456|543|254|521|514|413,413|423|456|347|456|543|254|521|514|413
Capricorn 6,Aquarius Alt,Aries 6,13,8,8,524|423|456|347|314|415|714|413|524,524|423|456|347|314|415|714|413|524
Capricorn 6,Aquarius Alt,Aries 5,12,8,8,413|423|456|487|576|543|540|513|413,413|423|456|487|576|543|540|513|413
Capricorn 6,Aquarius Alt,Aries 4A,12,8,8,413|426|123|014|341|431|430|103|413,413|426|123|014|341|431|430|103|413
Capricorn 6,Aquarius Alt,Aries 4B,11,8,7,413|423|456|347|437|468|437|406|413,413|423|456|487|576|543|513|413
Capricorn 6,Aquarius Alt,Aries Alt,11,8,8,413|423|456|347|436|163|230|103|413,413|423|456|347|436|163|230|103|413
Capricorn 5,Aquarius 6,Aries 6,14,9,8,435|134|034|364|631|741|431|541|432|435,453|143|013|314|415|715|825|524|453
Capricorn 5,Aquarius 6,Aries 5,13,9,9,435|348|347|456|156|147|437|567|534|435,453|143|034|365|675|345|615|714|723|453
Capricorn 5,Aquarius 6,Aries 4A,13,9,8,453|354|357|456|146|137|167|174|143|453,453|143|046|347|376|467|174|183|453
Capricorn 5,Aquarius 6,Aries 4B,12,8,8,453|143|013|046|147|138|145|154|453,453|143|013|046|147|138|145|154|453
Capricorn 5,Aquarius 6,Aries Alt,12,8,8,453|143|013|046|147|134|143|150|453,453|143|013|046|147|134|143|150|453
Capricorn 5,Aquarius 5,Aries 6,15,9,9,435|134|435|542|451|321|350|451|542|435,102|015|014|123|413|514|524|415|402|102
Capricorn 5,Aquarius 5,Aries 5,14,9,9,120|150|241|142|245|154|024|324|021|120,435|134|031|140|413|543|254|145|132|435
Capricorn 5,Aquarius 5,Aries 4A,14,9,10,435|134|435|542|451|721|714|413|304|435,435|134|034|304|034|134|043|034|035|364|435
Capricorn 5,Aquarius 5,Aries 4B,13,8,8,453|143|453|154|245|154|125|154|453,453|143|453|154|245|154|125|154|453
Capricorn 5,Aquarius 5,Aries Alt,13,8,8,453|143|453|154|245|154|123|150|453,453|143|453|154|245|154|123|150|453
Capricorn 5,Aquarius 4A,Aries 6,15,8,9,435|134|045|015|042|341|451|542|435,102|015|014|123|413|514|501|204|215|102
Capricorn 5,Aquarius 4A,Aries 5,14,9,9,435|145|215|125|012|041|374|465|534|435,435|134|031|140|243|210|501|204|134|435
Capricorn 5,Aquarius 4A,Aries 4A,14,8,9,453|143|013|104|034|041|034|143|453,435|145|132|431|741|431|501|204|134|435
Capricorn 5,Aquarius 4A,Aries 4B,13,9,9,435|145|215|125|012|041|142|245|134|435,435|145|215|125|012|041|142|245|134|435
Capricorn 5,Aquarius 4A,Aries Alt,13,8,8,453|143|043|014|103|130|143|150|453,453|143|043|014|103|130|143|150|453
Capricorn 5,Aquarius 4B,Aries 6,13,8,9,453|143|013|314|345|452|351|340|453,102|012|042|132|041|314|415|512|201|102
Capricorn 5,Aquarius 4B,Aries 5,12,8,8,453|143|013|314|345|354|657|354|453,435|134|045|375|645|342|431|534|435
Capricorn 5,Aquarius 4B,Aries 4A,12,8,7,453|154|123|213|510|421|154|143|453,435|145|132|431|741|431|534|435
Capricorn 5,Aquarius 4B,Aries 4B,11,7,7,453|143|034|301|012|125|154|453,453|143|034|301|012|125|154|453
Capricorn 5,Aquarius 4B,Aries Alt,11,6,6,453|154|123|210|123|150|453,453|154|123|210|123|150|453
Capricorn 5,Aquarius Alt,Aries 6,13,7,7,453|143|453|523|514|241|150|453,453|143|453|523|514|241|150|453
Capricorn 5,Aquarius Alt,Aries 5,12,8,8,120|153|023|126|456|543|450|153|120,120|153|023|126|456|543|450|153|120
Capricorn 5,Aquarius Alt,Aries 4A,12,8,8,453|143|043|014|341|431|130|143|453,453|143|043|014|341|431|130|143|453
Capricorn 5,Aquarius Alt,Aries 4B,11,7,6,435|145|135|405|135|235|134|435,453|143|153|483|573|546|453
Capricorn 5,Aquarius Alt,Aries Alt,11,7,7,453|143|013|104|234|143|150|453,453|143|013|104|234|143|150|453
Capricorn 4A,Aquarius 6,Aries 6,13,7,8,475|375|674|741|431|541|572|475,346|347|314|315|304|614|713|416|346
Capricorn 4A,Aquarius 6,Aries 5,12,8,8,346|046|147|437|567|534|403|416|346,346|376|387|354|645|614|713|416|346
Capricorn 4A,Aquarius 6,Aries 4A,12,8,7,346|347|674|741|431|134|143|013|346,346|347|376|467|174|143|013|346
Capricorn 4A,Aquarius 6,Aries 4B,11,7,7,346|456|146|137|438|407|416|346,346|456|146|137|438|407|416|346
Capricorn 4A,Aquarius 6,Aries Alt,11,8,8,346|046|147|136|103|230|103|013|346,346|046|147|136|103|230|103|013|346
Capricorn 4A,Aquarius 5,Aries 6,14,9,9,475|468|578|487|754|845|532|541|572|475,142|041|314|415|524|254|145|132|432|142
Capricorn 4A,Aquarius 5,Aries 5,13,9,9,457|154|245|154|024|321|354|453|426|457,124|153|456|543|254|145|472|542|451|124
Capricorn 4A,Aquarius 5,Aries 4A,13,8,8,457|154|245|154|427|714|413|426|457,475|174|147|134|143|174|475|462|475
Capricorn 4A,Aquarius 5,Aries 4B,12,7,7,457|147|134|147|457|428|527|457,457|147|134|147|457|428|527|457
Capricorn 4A,Aquarius 5,Aries Alt,12,8,8,124|154|245|154|123|210|123|423|124,124|154|245|154|123|210|123|423|124
Capricorn 4A,Aquarius 4A,Aries 6,14,8,9,124|015|042|341|451|154|153|423|124,142|041|314|415|504|201|104|135|432|142
Capricorn 4A,Aquarius 4A,Aries 5,13,8,9,457|348|375|074|341|354|453|426|457,124|153|456|543|834|537|407|517|427|124
Capricorn 4A,Aquarius 4A,Aries 4A,13,7,8,457|348|375|074|043|153|124|457,346|347|674|764|834|537|407|416|346
Capricorn 4A,Aquarius 4A,Aries 4B,12,7,7,457|348|378|475|185|258|527|457,457|348|378|475|185|258|527|457
Capricorn 4A,Aquarius 4A,Aries Alt,12,8,8,124|014|103|130|143|140|153|423|124,124|014|103|130|143|140|153|423|124
Capricorn 4A,Aquarius 4B,Aries 6,12,8,8,364|374|675|345|452|341|430|461|364,142|041|314|415|512|201|132|432|142
Capricorn 4A,Aquarius 4B,Aries 5,11,9,8,124|024|054|345|054|351|054|153|423|124,142|045|315|645|354|045|135|432|142
Capricorn 4A,Aquarius 4B,Aries 4A,11,8,8,346|347|648|378|487|174|143|013|346,124|014|341|431|534|245|154|427|124
Capricorn 4A,Aquarius 4B,Aries 4B,10,7,7,346|347|314|345|458|427|416|346,346|347|314|345|458|427|416|346
Capricorn 4A,Aquarius 4B,Aries Alt,10,8,8,124|024|123|210|123|210|123|423|124,124|024|123|210|123|210|123|423|124
Capricorn 4A,Aquarius Alt,Aries 6,12,7,7,346|347|314|415|714|713|416|346,346|347|314|415|714|713|416|346
Capricorn 4A,Aquarius Alt,Aries 5,11,7,7,124|154|243|210|140|153|423|124,124|154|243|210|140|153|423|124
Capricorn 4A,Aquarius Alt,Aries 4A,11,7,7,346|347|674|764|673|743|416|346,346|347|674|764|673|743|416|346
Capricorn 4A,Aquarius Alt,Aries 4B,10,6,6,364|037|134|245|134|031|364,124|154|243|140|153|423|124
Capricorn 4A,Aquarius Alt,Aries Alt,10,7,7,346|347|436|163|230|103|013|346,346|347|436|163|230|103|013|346
Capricorn 4B,Aquarius 6,Aries 6,13,8,9,135|035|304|614|741|431|541|432|135,153|253|524|425|315|304|614|713|423|153
Capricorn 4B,Aquarius 6,Aries 5,12,9,9,135|035|304|614|741|734|467|564|234|135,153|043|310|643|354|645|614|713|423|153
Capricorn 4B,Aquarius 6,Aries 4A,12,8,8,153|053|340|640|741|431|340|043|153,153|054|345|634|364|467|174|143|153
Capricorn 4B,Aquarius 6,Aries 4B,11,8,8,153|253|526|416|147|138|145|054|153,153|253|526|416|147|138|145|054|153
Capricorn 4B,Aquarius 6,Aries Alt,11,8,8,153|253|526|416|147|134|043|140|153,153|253|526|416|147|134|043|140|153
Capricorn 4B,Aquarius 5,Aries 6,14,10,8,135|034|301|431|340|653|340|431|541|432|135,135|035|305|314|415|524|415|142|135
Capricorn 4B,Aquarius 5,Aries 5,13,10,9,135|245|572|475|578|487|357|657|354|045|135,468|568|875|784|854|543|254|145|475|468
Capricorn 4B,Aquarius 5,Aries 4A,13,9,9,135|145|412|542|451|421|154|143|034|135,135|034|301|031|142|245|154|045|142|135
Capricorn 4B,Aquarius 5,Aries 4B,12,8,8,135|145|412|542|451|124|215|104|135,135|145|412|542|451|124|215|104|135
