Capricorn Alt,Aquarius 6,Pisces 6,12,9,,153|483|586|573|584|473|163|174|143|153,
Capricorn Alt,Aquarius 6,Pisces 5,11,7,,153|453|584|473|163|174|143|153,
Capricorn Alt,Aquarius 6,Pisces 4A,12,7,,486|457|547|436|163|174|473|486,
Capricorn Alt,Aquarius 6,Pisces 4B,9,8,,486|457|548|418|715|825|524|453|486,
Capricorn Alt,Aquarius 6,Pisces Alt,9,6,,153|483|473|163|174|143|153,
Capricorn Alt,Aquarius 5,Pisces 6,13,9,,135|034|367|476|463|574|587|478|465|135,
Capricorn Alt,Aquarius 5,Pisces 5,12,8,,135|132|041|130|241|254|145|142|135,
Capricorn Alt,Aquarius 5,Pisces 4A,13,8,,135|132|042|312|415|524|415|142|135,
Capricorn Alt,Aquarius 5,Pisces 4B,10,7,,135|102|215|514|524|415|142|135,
Capricorn Alt,Aquarius 5,Pisces Alt,10,7,,135|142|251|241|254|145|142|135,
Capricorn Alt,Aquarius 4A,Pisces 6,13,9,,135|142|012|042|152|041|340|013|104|135,
Capricorn Alt,Aquarius 4A,Pisces 5,12,8,,135|142|251|140|231|501|201|104|135,
Capricorn Alt,Aquarius 4A,Pisces 4A,13,8,,135|132|042|312|402|512|201|104|135,
Capricorn Alt,Aquarius 4A,Pisces 4B,10,7,,135|102|215|514|501|201|104|135,
Capricorn Alt,Aquarius 4A,Pisces Alt,10,7,,135|142|251|541|512|201|104|135,
Capricorn Alt,Aquarius 4B,Pisces 6,11,8,,135|142|012|041|031|341|354|045|135,
Capricorn Alt,Aquarius 4B,Pisces 5,10,7,,135|145|475|584|473|564|234|135,
Capricorn Alt,Aquarius 4B,Pisces 4A,11,8,,135|132|042|312|415|504|531|234|135,
Capricorn Alt,Aquarius 4B,Pisces 4B,8,7,,135|435|548|847|874|564|234|135,
Capricorn Alt,Aquarius 4B,Pisces Alt,8,6,,135|035|364|475|564|234|135,
Capricorn Alt,Aquarius Alt,Pisces 6,11,7,,135|405|104|234|145|215|104|135,
Capricorn Alt,Aquarius Alt,Pisces 5,10,7,,135|405|104|437|436|547|438|135,
Capricorn Alt,Aquarius Alt,Pisces 4A,11,6,,153|124|214|103|230|140|153,
Capricorn Alt,Aquarius Alt,Pisces 4B,8,8,,135|435|134|103|130|240|541|432|135,
Capricorn Alt,Aquarius Alt,Pisces Alt,8,6,,135|405|104|437|547|438|135,
Capricorn 6,Aquarius 6,Aries 6,14,9,,413|423|456|347|314|415|725|714|743|413,
Capricorn 6,Aquarius 6,Aries 5,13,9,,413|423|456|487|458|345|615|714|743|413,
Capricorn 6,Aquarius 6,Aries 4A,13,8,,413|426|457|147|437|164|173|140|413,
Capricorn 6,Aquarius 6,Aries 4B,12,8,,413|423|456|487|174|164|173|140|413,
Capricorn 6,Aquarius 6,Aries Alt,12,10,,413|426|316|043|134|204|134|164|173|140|413,
Capricorn 6,Aquarius 5,Aries 6,15,9,,431|462|132|041|314|415|524|415|402|431,
Capricorn 6,Aquarius 5,Aries 5,14,10,,413|423|456|487|576|543|413|304|635|304|413,
Capricorn 6,Aquarius 5,Aries 4A,14,10,,413|426|457|147|134|043|034|364|635|304|413,
Capricorn 6,Aquarius 5,Aries 4B,13,8,,875|762|472|485|574|587|478|745|875,
Capricorn 6,Aquarius 5,Aries Alt,13,10,,431|462|475|142|012|142|251|524|415|402|431,
Capricorn 6,Aquarius 4A,Aries 6,15,9,,431|462|132|041|314|415|504|201|104|431,
Capricorn 6,Aquarius 4A,Aries 5,14,10,,413|423|456|487|576|543|834|534|437|406|413,
Capricorn 6,Aquarius 4A,Aries 4A,14,10,,413|423|456|347|674|764|834|534|437|406|413,
Capricorn 6,Aquarius 4A,Aries 4B,13,8,,764|461|472|485|374|073|346|437|764,
Capricorn 6,Aquarius 4A,Aries Alt,13,9,,431|462|475|142|012|041|340|013|104|431,
Capricorn 6,Aquarius 4B,Aries 6,13,10,,431|462|132|041|314|415|312|021|012|301|431,
Capricorn 6,Aquarius 4B,Aries 5,12,9,,524|423|456|487|458|345|654|324|415|524,
Capricorn 6,Aquarius 4B,Aries 4A,12,9,,413|426|123|014|341|431|534|435|504|413,
Capricorn 6,Aquarius 4B,Aries 4B,11,8,,764|461|472|485|574|564|834|735|764,
Capricorn 6,Aquarius 4B,Aries Alt,11,9,,431|432|461|364|031|102|231|501|402|431,
Capricorn 6,Aquarius Alt,Aries 6,13,7,,431|462|361|034|104|431|541|431,
Capricorn 6,Aquarius Alt,Aries 5,12,9,,413|423|456|347|037|064|364|435|504|413,
Capricorn 6,Aquarius Alt,Aries 4A,12,8,,413|426|123|014|103|130|403|513|413,
Capricorn 6,Aquarius Alt,Aries 4B,11,7,,413|423|456|487|576|543|513|413,
Capricorn 6,Aquarius Alt,Aries Alt,11,8,,413|426|316|043|134|103|430|103|413,
Capricorn 5,Aquarius 6,Aries 6,14,8,,453|143|013|314|415|715|825|524|453,
Capricorn 5,Aquarius 6,Aries 5,13,9,,453|143|034|365|675|345|615|714|723|453,
Capricorn 5,Aquarius 6,Aries 4A,13,8,,453|143|046|347|376|467|174|183|453,
Capricorn 5,Aquarius 6,Aries 4B,12,7,,453|143|154|487|578|285|584|453,
Capricorn 5,Aquarius 6,Aries Alt,12,9,,120|150|241|142|412|542|275|284|251|120,
Capricorn 5,Aquarius 5,Aries 6,15,9,,102|015|014|123|413|514|524|415|402|102,
Capricorn 5,Aquarius 5,Aries 5,14,9,,435|134|031|140|413|543|254|145|132|435,
Capricorn 5,Aquarius 5,Aries 4A,14,10,,435|134|034|304|034|134|043|034|035|364|435,
Capricorn 5,Aquarius 5,Aries 4B,13,8,,435|134|145|152|241|254|145|132|435,
Capricorn 5,Aquarius 5,Aries Alt,13,9,,102|135|032|142|412|145|254|145|132|102,
Capricorn 5,Aquarius 4A,Aries 6,15,9,,102|015|014|123|413|514|501|204|215|102,
Capricorn 5,Aquarius 4A,Aries 5,14,9,,435|134|031|140|243|210|501|204|134|435,
Capricorn 5,Aquarius 4A,Aries 4A,14,9,,435|145|132|431|741|431|501|204|134|435,
Capricorn 5,Aquarius 4A,Aries 4B,13,8,,435|134|145|152|041|130|103|134|435,
Capricorn 5,Aquarius 4A,Aries Alt,13,8,,435|145|132|201|231|501|204|134|435,
Capricorn 5,Aquarius 4B,Aries 6,13,9,,102|012|042|132|041|314|415|512|201|102,
Capricorn 5,Aquarius 4B,Aries 5,12,8,,435|134|045|375|645|342|431|534|435,
Capricorn 5,Aquarius 4B,Aries 4A,12,7,,435|145|132|431|741|431|534|435,
Capricorn 5,Aquarius 4B,Aries 4B,11,7,,435|134|145|152|241|231|534|435,
Capricorn 5,Aquarius 4B,Aries Alt,11,6,,435|145|132|201|231|534|435,
Capricorn 5,Aquarius Alt,Aries 6,13,7,,435|145|132|402|431|541|432|435,
Capricorn 5,Aquarius Alt,Aries 5,12,7,,435|145|135|405|135|465|534|435,
Capricorn 5,Aquarius Alt,Aries 4A,12,7,,453|143|013|104|431|134|143|453,
Capricorn 5,Aquarius Alt,Aries 4B,11,6,,453|143|153|483|573|546|453,
Capricorn 5,Aquarius Alt,Aries Alt,11,7,,453|154|245|142|012|041|150|453,
Capricorn 4A,Aquarius 6,Aries 6,13,8,,346|347|314|315|304|614|713|416|346,
Capricorn 4A,Aquarius 6,Aries 5,12,8,,346|376|387|354|645|614|713|416|346,
Capricorn 4A,Aquarius 6,Aries 4A,12,7,,346|347|376|467|174|143|013|346,
Capricorn 4A,Aquarius 6,Aries 4B,11,7,,457|487|578|285|584|453|426|457,
Capricorn 4A,Aquarius 6,Aries Alt,11,8,,364|031|102|135|164|173|470|461|364,
Capricorn 4A,Aquarius 5,Aries 6,14,9,,142|041|314|415|524|254|145|132|432|142,
Capricorn 4A,Aquarius 5,Aries 5,13,9,,124|153|456|543|254|145|472|542|451|124,
Capricorn 4A,Aquarius 5,Aries 4A,13,8,,475|174|147|134|143|174|475|462|475,
Capricorn 4A,Aquarius 5,Aries 4B,12,7,,142|152|241|254|145|132|432|142,
Capricorn 4A,Aquarius 5,Aries Alt,12,8,,475|142|412|145|254|145|475|462|475,
Capricorn 4A,Aquarius 4A,Aries 6,14,9,,142|041|314|415|504|201|104|135|432|142,
Capricorn 4A,Aquarius 4A,Aries 5,13,9,,124|153|456|543|834|537|407|517|427|124,
Capricorn 4A,Aquarius 4A,Aries 4A,13,8,,346|347|674|764|834|537|407|416|346,
Capricorn 4A,Aquarius 4A,Aries 4B,12,8,,142|152|041|340|013|104|135|432|142,
Capricorn 4A,Aquarius 4A,Aries Alt,12,8,,364|031|102|231|501|204|134|031|364,
Capricorn 4A,Aquarius 4B,Aries 6,12,8,,142|041|314|415|512|201|132|432|142,
Capricorn 4A,Aquarius 4B,Aries 5,11,8,,142|045|315|645|354|045|135|432|142,
Capricorn 4A,Aquarius 4B,Aries 4A,11,8,,124|014|341|431|534|245|154|427|124,
Capricorn 4A,Aquarius 4B,Aries 4B,10,7,,142|152|042|132|201|132|432|142,
Capricorn 4A,Aquarius 4B,Aries Alt,10,7,,142|031|102|231|201|132|432|142,
Capricorn 4A,Aquarius Alt,Aries 6,12,7,,142|135|104|431|541|571|472|142,
Capricorn 4A,Aquarius Alt,Aries 5,11,7,,364|037|064|364|435|564|461|364,
Capricorn 4A,Aquarius Alt,Aries 4A,11,7,,346|347|037|064|174|143|013|346,
Capricorn 4A,Aquarius Alt,Aries 4B,10,6,,124|154|243|140|153|423|124,
Capricorn 4A,Aquarius Alt,Aries Alt,10,7,,124|154|243|210|140|153|423|124,
Capricorn 4B,Aquarius 6,Aries 6,13,9,,153|253|524|425|315|304|614|713|423|153,
Capricorn 4B,Aquarius 6,Aries 5,12,9,,153|043|310|643|354|645|614|713|423|153,
Capricorn 4B,Aquarius 6,Aries 4A,12,8,,153|054|345|634|364|467|174|143|153,
Capricorn 4B,Aquarius 6,Aries 4B,11,8,,153|054|351|452|185|275|174|143|153,
Capricorn 4B,Aquarius 6,Aries Alt,11,9,,153|154|451|342|312|341|614|713|423|153,
Capricorn 4B,Aquarius 5,Aries 6,14,8,,135|035|305|314|415|524|415|142|135,
Capricorn 4B,Aquarius 5,Aries 5,13,9,,468|568|875|784|854|543|254|145|475|468,
Capricorn 4B,Aquarius 5,Aries 4A,13,9,,135|034|301|031|142|245|154|045|142|135,
Capricorn 4B,Aquarius 5,Aries 4B,12,9,,135|045|154|421|154|243|154|045|142|135,
Capricorn 4B,Aquarius 5,Aries Alt,12,9,,135|145|415|742|412|145|254|145|142|135,
Capricorn 4B,Aquarius 4A,Aries 6,14,8,,135|035|305|314|415|504|201|104|135,
Capricorn 4B,Aquarius 4A,Aries 5,13,9,,135|235|542|451|521|210|501|201|104|135,
Capricorn 4B,Aquarius 4A,Aries 4A,13,8,,135|145|412|741|431|501|201|104|135,
Capricorn 4B,Aquarius 4A,Aries 4B,12,8,,135|235|542|451|542|512|201|104|135,
Capricorn 4B,Aquarius 4A,Aries Alt,12,8,,468|367|634|731|801|834|534|437|468,
Capricorn 4B,Aquarius 4B,Aries 6,12,8,,135|035|305|314|415|504|531|234|135,
Capricorn 4B,Aquarius 4B,Aries 5,11,9,,135|035|305|315|045|315|645|354|045|135,
Capricorn 4B,Aquarius 4B,Aries 4A,11,7,,135|034|301|401|430|531|234|135,
Capricorn 4B,Aquarius 4B,Aries 4B,10,7,,135|235|542|451|541|531|234|135,
Capricorn 4B,Aquarius 4B,Aries Alt,10,7,,135|034|301|431|501|531|234|135,
Capricorn 4B,Aquarius Alt,Aries 6,12,7,,135|035|305|402|431|541|432|135,
Capricorn 4B,Aquarius Alt,Aries 5,11,8,,135|035|305|402|132|435|564|234|135,
Capricorn 4B,Aquarius Alt,Aries 4A,11,7,,153|043|310|401|431|340|043|153,
Capricorn 4B,Aquarius Alt,Aries 4B,10,6,,153|154|421|521|251|140|153,
Capricorn 4B,Aquarius Alt,Aries Alt,10,7,,153|154|451|342|312|341|450|153,
Capricorn Alt,Aquarius 6,Aries 6,12,8,,153|124|014|315|304|614|713|423|153,
Capricorn Alt,Aquarius 6,Aries 5,11,8,,153|124|457|354|645|614|713|423|153,
Capricorn Alt,Aquarius 6,Aries 4A,11,7,,153|456|347|376|467|174|143|153,
Capricorn Alt,Aquarius 6,Aries 4B,10,7,,153|123|253|284|275|174|143|153,
Capricorn Alt,Aquarius 6,Aries Alt,10,8,,135|142|412|542|275|174|143|034|135,
Capricorn Alt,Aquarius 5,Aries 6,13,8,,135|132|041|314|415|524|415|142|135,
Capricorn Alt,Aquarius 5,Aries 5,12,9,,135|035|364|473|576|543|254|145|142|135,
Capricorn Alt,Aquarius 5,Aries 4A,12,8,,468|768|478|147|134|143|174|475|468,
Capricorn Alt,Aquarius 5,Aries 4B,11,7,,135|142|251|241|254|145|142|135,
Capricorn Alt,Aquarius 5,Aries Alt,11,7,,135|142|412|145|254|145|142|135,
Capricorn Alt,Aquarius 4A,Aries 6,13,8,,135|132|041|314|415|504|201|104|135,
Capricorn Alt,Aquarius 4A,Aries 5,12,9,,135|034|031|140|243|210|501|201|104|135,
Capricorn Alt,Aquarius 4A,Aries 4A,12,8,,135|145|472|741|431|501|201|104|135,
Capricorn Alt,Aquarius 4A,Aries 4B,11,7,,135|142|052|041|340|013|104|135,
Capricorn Alt,Aquarius 4A,Aries Alt,11,7,,135|142|012|041|340|013|104|135,
Capricorn Alt,Aquarius 4B,Aries 6,11,8,,135|132|041|314|415|504|531|234|135,
Capricorn Alt,Aquarius 4B,Aries 5,10,7,,135|142|045|315|645|354|045|135,
Capricorn Alt,Aquarius 4B,Aries 4A,10,7,,135|045|014|103|430|531|234|135,
Capricorn Alt,Aquarius 4B,Aries 4B,9,6,,135|142|251|241|531|234|135,
Capricorn Alt,Aquarius 4B,Aries Alt,9,6,,135|435|134|401|531|234|135,
Capricorn Alt,Aquarius Alt,Aries 6,11,6,,135|405|104|431|541|432|135,
Capricorn Alt,Aquarius Alt,Aries 5,10,7,,135|405|104|234|504|531|234|135,
Capricorn Alt,Aquarius Alt,Aries 4A,10,7,,135|405|104|431|134|143|034|135,
Capricorn Alt,Aquarius Alt,Aries 4B,9,4,,153|120|251|140|153,
Capricorn Alt,Aquarius Alt,Aries Alt,9,6,,153|023|153|243|210|140|153,
Capricorn 6,Aquarius 6,Taurus 6,12,9,,413|423|456|487|376|467|164|173|140|413,
Capricorn 6,Aquarius 6,Taurus 5,13,9,,413|423|456|487|478|348|647|714|743|413,
Capricorn 6,Aquarius 6,Taurus 4A,14,10,,413|423|456|347|374|345|314|641|714|743|413,
Capricorn 6,Aquarius 6,Taurus 4B,13,11,,413|426|316|043|034|301|410|340|641|714|743|413,
Capricorn 6,Aquarius 6,Taurus Alt,13,9,,413|426|427|458|345|374|647|714|743|413,
Capricorn 6,Aquarius 5,Taurus 6,13,9,,875|762|465|478|587|478|587|478|745|875,
Capricorn 6,Aquarius 5,Taurus 5,14,9,,431|462|475|345|452|425|524|415|402|431,
Capricorn 6,Aquarius 5,Taurus 4A,15,9,,542|432|465|478|548|247|254|145|412|542,
Capricorn 6,Aquarius 5,Taurus 4B,14,9,,875|762|465|478|745|854|587|478|745|875,
Capricorn 6,Aquarius 5,Taurus Alt,14,8,,431|461|472|145|254|524|415|402|431,
Capricorn 6,Aquarius 4A,Taurus 6,13,9,,764|461|472|485|785|874|845|534|437|764,
Capricorn 6,Aquarius 4A,Taurus 5,14,9,,431|462|475|345|034|301|410|403|104|431,
Capricorn 6,Aquarius 4A,Taurus 4A,15,10,,413|426|457|147|214|125|152|021|014|304|413,
Capricorn 6,Aquarius 4A,Taurus 4B,14,11,,431|461|472|145|412|521|451|152|241|214|104|431,
Capricorn 6,Aquarius 4A,Taurus Alt,14,9,,431|461|472|145|254|521|512|201|104|431,
Capricorn 6,Aquarius 4B,Taurus 6,11,9,,542|432|465|374|341|430|563|534|845|542,
Capricorn 6,Aquarius 4B,Taurus 5,12,9,,524|423|456|487|478|745|654|324|415|524,
Capricorn 6,Aquarius 4B,Taurus 4A,13,9,,431|462|475|364|631|341|354|645|734|431,
Capricorn 6,Aquarius 4B,Taurus 4B,12,11,,413|426|316|043|134|103|014|341|354|425|514|413,
Capricorn 6,Aquarius 4B,Taurus Alt,12,10,,431|461|472|145|254|247|234|231|501|402|431,
Capricorn 6,Aquarius Alt,Taurus 6,11,8,,413|426|457|147|134|043|316|406|413,
Capricorn 6,Aquarius Alt,Taurus 5,12,8,,413|426|316|043|034|143|410|513|413,
Capricorn 6,Aquarius Alt,Taurus 4A,13,8,,431|432|465|478|147|476|143|130|431,
Capricorn 6,Aquarius Alt,Taurus 4B,12,10,,413|426|457|147|134|043|310|401|134|103|413,
Capricorn 6,Aquarius Alt,Taurus Alt,12,8,,413|426|316|043|034|143|410|513|413,
Capricorn 5,Aquarius 6,Taurus 6,12,8,,453|143|013|143|034|064|174|183|453,
Capricorn 5,Aquarius 6,Taurus 5,13,8,,453|143|034|345|374|647|714|723|453,
Capricorn 5,Aquarius 6,Taurus 4A,14,9,,435|134|031|301|610|641|714|413|304|435,
Capricorn 5,Aquarius 6,Taurus 4B,13,10,,453|143|034|367|634|743|476|167|174|183|453,
Capricorn 5,Aquarius 6,Taurus Alt,13,8,,453|143|034|345|374|647|714|723|453,
Capricorn 5,Aquarius 5,Taurus 6,13,9,,435|134|145|478|587|478|587|478|745|435,
Capricorn 5,Aquarius 5,Taurus 5,14,9,,435|348|347|456|547|257|524|415|745|435,
Capricorn 5,Aquarius 5,Taurus 4A,15,9,,102|135|032|142|412|521|254|145|132|102,
Capricorn 5,Aquarius 5,Taurus 4B,14,9,,435|145|132|145|412|521|254|145|132|435,
Capricorn 5,Aquarius 5,Taurus Alt,14,8,,435|145|132|145|254|524|415|745|435,
Capricorn 5,Aquarius 4A,Taurus 6,13,9,,435|134|064|374|673|764|834|537|548|435,
Capricorn 5,Aquarius 4A,Taurus 5,14,9,,435|134|034|345|475|745|854|847|548|435,
