Capricorn 4A,Aquarius 4A,Aries 6,14,18,18
Capricorn 4A,Aquarius 4A,Aries 5,13,18,22
Capricorn 4A,Aquarius 4A,Aries 4A,13,15,14
Capricorn 4A,Aquarius 4A,Aries 4B,12,16,16
Capricorn 4A,Aquarius 4A,Aries Alt,12,15,13
Capricorn 4A,Aquarius Alt,Aries 6,12,7,8
Capricorn 4A,Aquarius Alt,Aries 5,11,8,8
Capricorn 4A,Aquarius Alt,Aries 4A,11,13,14
Capricorn 4A,Aquarius Alt,Aries 4B,10,8,6
Capricorn 4A,Aquarius Alt,Aries Alt,10,8,8
Capricorn 4B,Aquarius 4A,Aries 6,14,14,14
Capricorn 4B,Aquarius 4A,Aries 4A,13,22,16
Capricorn 4B,Aquarius 4A,Aries 4B,12,18,14
Capricorn 4B,Aquarius 4A,Aries Alt,12,20,18
Capricorn 4B,Aquarius Alt,Aries 6,12,4,6
Capricorn 4B,Aquarius Alt,Aries 5,11,8,8
Capricorn 4B,Aquarius Alt,Aries 4A,11,10,10
Capricorn 4B,Aquarius Alt,Aries 4B,10,8,8
Capricorn 4B,Aquarius Alt,Aries Alt,10,8,8
Capricorn Alt,Aquarius 4A,Aries 6,13,12,10
Capricorn Alt,Aquarius 4A,Aries 4A,12,18,16
Capricorn Alt,Aquarius 4A,Aries 4B,11,14,12
Capricorn Alt,Aquarius 4A,Aries Alt,11,18,16
Capricorn Alt,Aquarius Alt,Aries 6,11,4,6
Capricorn Alt,Aquarius Alt,Aries 5,10,6,6
Capricorn Alt,Aquarius Alt,Aries 4A,10,10,10
Capricorn Alt,Aquarius Alt,Aries 4B,9,6,6
Capricorn Alt,Aquarius Alt,Aries Alt,9,6,6
Capricorn 6,Aquarius Alt,Taurus 6,11,16,15
Capricorn 6,Aquarius Alt,Taurus 5,12,14,13
Capricorn 6,Aquarius Alt,Taurus 4A,13,14,13
Capricorn 6,Aquarius Alt,Taurus 4B,12,22,21
Capricorn 6,Aquarius Alt,Taurus Alt,12,14,13
Capricorn 5,Aquarius 4A,Taurus 6,13,20,19
Capricorn 5,Aquarius 4A,Taurus 5,14,20,18
Capricorn 5,Aquarius 4A,Taurus 4A,15,22,20
Capricorn 5,Aquarius 4A,Taurus 4B,14,23,24
Capricorn 5,Aquarius 4A,Taurus Alt,14,20,20
Capricorn 5,Aquarius Alt,Taurus 6,11,6,6
Capricorn 5,Aquarius Alt,Taurus 5,12,6,7
Capricorn 5,Aquarius Alt,Taurus 4A,13,6,6
Capricorn 5,Aquarius Alt,Taurus 4B,12,8,10
Capricorn 5,Aquarius Alt,Taurus Alt,12,6,7
Capricorn 4A,Aquarius 4A,Taurus 6,12,19,16
Capricorn 4A,Aquarius 4A,Taurus 5,13,17,16
Capricorn 4A,Aquarius 4A,Taurus 4A,14,20,17
Capricorn 4A,Aquarius 4A,Taurus 4B,13,21,20
Capricorn 4A,Aquarius 4A,Taurus Alt,13,17,17
Capricorn 4A,Aquarius Alt,Taurus 6,10,6,6
Capricorn 4A,Aquarius Alt,Taurus 5,11,7,8
Capricorn 4A,Aquarius Alt,Taurus 4A,12,8,8
Capricorn 4A,Aquarius Alt,Taurus 4B,11,9,10
Capricorn 4A,Aquarius Alt,Taurus Alt,11,7,8
Capricorn 4B,Aquarius 4A,Taurus 6,12,20,17
Capricorn 4B,Aquarius 4A,Taurus 5,13,18,16
Capricorn 4B,Aquarius 4A,Taurus 4A,14,20,16
Capricorn 4B,Aquarius 4A,Taurus 4B,13,28,24
Capricorn 4B,Aquarius 4A,Taurus Alt,13,16,18
Capricorn 4B,Aquarius Alt,Taurus 6,10,6,8
Capricorn 4B,Aquarius Alt,Taurus 5,11,6,6
Capricorn 4B,Aquarius Alt,Taurus 4A,12,8,8
Capricorn 4B,Aquarius Alt,Taurus 4B,11,12,12
Capricorn 4B,Aquarius Alt,Taurus Alt,11,6,6
Capricorn Alt,Aquarius 4A,Taurus 6,11,16,14
Capricorn Alt,Aquarius 4A,Taurus 5,12,14,14
Capricorn Alt,Aquarius 4A,Taurus 4A,13,16,16
Capricorn Alt,Aquarius 4A,Taurus 4B,12,24,24
Capricorn Alt,Aquarius 4A,Taurus Alt,12,14,14
Capricorn Alt,Aquarius Alt,Taurus 6,9,4,6
Capricorn Alt,Aquarius Alt,Taurus 5,10,4,6
Capricorn Alt,Aquarius Alt,Taurus 4A,11,6,6
Capricorn Alt,Aquarius Alt,Taurus 4B,10,10,10
Capricorn Alt,Aquarius Alt,Taurus Alt,10,4,6
Capricorn 6,Aquarius Alt,Gemini 6,12,14,13
Capricorn 6,Aquarius Alt,Gemini 5,12,14,13
Capricorn 6,Aquarius Alt,Gemini 4A,13,14,13
Capricorn 6,Aquarius Alt,Gemini 4B,11,16,15
Capricorn 5,Aquarius 4A,Gemini 6,14,18,16
Capricorn 5,Aquarius 4A,Gemini 4A,15,17,18
Capricorn 5,Aquarius Alt,Gemini 6,12,6,7
Capricorn 5,Aquarius Alt,Gemini 5,12,7,7
Capricorn 5,Aquarius Alt,Gemini 4A,13,6,7
Capricorn 5,Aquarius Alt,Gemini 4B,11,10,10
Capricorn 4A,Aquarius 4A,Gemini 6,13,17,12
Capricorn 4A,Aquarius 4A,Gemini 5,13,24,20
Capricorn 4A,Aquarius 4A,Gemini 4A,14,19,15
Capricorn 4A,Aquarius 4A,Gemini 4B,12,17,16
Capricorn 4A,Aquarius 4A,Gemini Alt,13,21,20
Capricorn 4A,Aquarius Alt,Gemini 6,11,10,8
Capricorn 4A,Aquarius Alt,Gemini 5,11,9,10
Capricorn 4A,Aquarius Alt,Gemini 4A,12,7,8
Capricorn 4A,Aquarius Alt,Gemini 4B,10,12,10
Capricorn 4B,Aquarius 4A,Gemini 6,13,18,16
Capricorn 4B,Aquarius 4A,Gemini 5,13,22,18
Capricorn 4B,Aquarius 4A,Gemini 4A,14,18,16
Capricorn 4B,Aquarius Alt,Gemini 6,11,8,6
Capricorn 4B,Aquarius Alt,Gemini 5,11,7,7
Capricorn 4B,Aquarius Alt,Gemini 4A,12,8,6
Capricorn 4B,Aquarius Alt,Gemini 4B,10,9,8
Capricorn Alt,Aquarius 4A,Gemini 6,12,16,16
Capricorn Alt,Aquarius 4A,Gemini 5,12,18,16
Capricorn Alt,Aquarius 4A,Gemini 4A,13,16,16
Capricorn Alt,Aquarius Alt,Gemini 6,10,6,6
Capricorn Alt,Aquarius Alt,Gemini 5,10,5,5
Capricorn Alt,Aquarius Alt,Gemini 4A,11,6,6
Capricorn Alt,Aquarius Alt,Gemini 4B,9,9,8
Capricorn 6,Aquarius Alt,Cancer 6,13,14,14
Capricorn 6,Aquarius Alt,Cancer 5,13,14,15
Capricorn 6,Aquarius Alt,Cancer 4A,13,14,15
Capricorn 6,Aquarius Alt,Cancer 4B,11,14,12
Capricorn 6,Aquarius Alt,Cancer Alt,10,14,12
Capricorn 5,Aquarius 4A,Cancer 6,15,18,22
Capricorn 5,Aquarius 4A,Cancer 5,15,22,19
Capricorn 5,Aquarius 4A,Cancer 4A,15,24,18
Capricorn 5,Aquarius Alt,Cancer 6,13,8,8
Capricorn 5,Aquarius Alt,Cancer 5,13,13,12
Capricorn 5,Aquarius Alt,Cancer 4A,13,12,10
Capricorn 5,Aquarius Alt,Cancer 4B,11,8,6
Capricorn 5,Aquarius Alt,Cancer Alt,10,6,6
Capricorn 4A,Aquarius 4A,Cancer 6,14,19,22
Capricorn 4A,Aquarius 4A,Cancer 5,14,16,16
Capricorn 4A,Aquarius 4A,Cancer 4A,14,18,15
Capricorn 4A,Aquarius Alt,Cancer 6,12,10,10
Capricorn 4A,Aquarius Alt,Cancer 5,12,12,15
Capricorn 4A,Aquarius Alt,Cancer 4A,12,12,9
Capricorn 4A,Aquarius Alt,Cancer 4B,10,8,8
Capricorn 4A,Aquarius Alt,Cancer Alt,9,6,6
Capricorn 4B,Aquarius 4A,Cancer 6,14,18,20
Capricorn 4B,Aquarius 4A,Cancer 5,14,16,19
Capricorn 4B,Aquarius 4A,Cancer 4A,14,22,18
Capricorn 4B,Aquarius Alt,Cancer 6,12,8,8
Capricorn 4B,Aquarius Alt,Cancer 5,12,13,14
Capricorn 4B,Aquarius Alt,Cancer 4A,12,9,10
Capricorn 4B,Aquarius Alt,Cancer 4B,10,6,7
Capricorn 4B,Aquarius Alt,Cancer Alt,9,6,6
Capricorn Alt,Aquarius 4A,Cancer 6,13,14,16
Capricorn Alt,Aquarius 4A,Cancer 5,13,14,15
Capricorn Alt,Aquarius 4A,Cancer 4A,13,18,15
Capricorn Alt,Aquarius Alt,Cancer 6,11,6,6
Capricorn Alt,Aquarius Alt,Cancer 5,11,11,12
Capricorn Alt,Aquarius Alt,Cancer 4A,11,8,8
Capricorn Alt,Aquarius Alt,Cancer 4B,9,6,6
Capricorn Alt,Aquarius Alt,Cancer Alt,8,4,6
Capricorn 6,Aquarius Alt,Leo 6,13,12,13
Capricorn 6,Aquarius Alt,Leo 5,12,14,13
Capricorn 6,Aquarius Alt,Leo 4A,12,13,12
Capricorn 6,Aquarius Alt,Leo 4B,12,10,9
Capricorn 6,Aquarius Alt,Leo Alt,10,10,11
Capricorn 5,Aquarius 4A,Leo 6,15,18,20
Capricorn 5,Aquarius 4A,Leo 5,14,16,18
Capricorn 5,Aquarius 4A,Leo 4A,14,18,18
Capricorn 5,Aquarius 4A,Leo 4B,14,16,17
Capricorn 5,Aquarius Alt,Leo 6,13,8,7
Capricorn 5,Aquarius Alt,Leo 5,12,8,6
Capricorn 5,Aquarius Alt,Leo 4A,12,8,9
Capricorn 5,Aquarius Alt,Leo 4B,12,9,7
Capricorn 5,Aquarius Alt,Leo Alt,10,7,5
Capricorn 4A,Aquarius 4A,Leo 6,14,18,16
Capricorn 4A,Aquarius 4A,Leo 5,13,14,14
Capricorn 4A,Aquarius 4A,Leo 4A,13,20,20
Capricorn 4A,Aquarius 4A,Leo 4B,13,15,15
Capricorn 4A,Aquarius 4A,Leo Alt,11,18,18
Capricorn 4A,Aquarius Alt,Leo 6,12,8,10
Capricorn 4A,Aquarius Alt,Leo 5,11,10,8
Capricorn 4A,Aquarius Alt,Leo 4A,11,10,11
Capricorn 4A,Aquarius Alt,Leo 4B,11,8,8
Capricorn 4A,Aquarius Alt,Leo Alt,9,8,8
Capricorn 4B,Aquarius 4A,Leo 6,14,14,14
Capricorn 4B,Aquarius 4A,Leo 5,13,16,15
Capricorn 4B,Aquarius 4A,Leo 4A,13,20,20
Capricorn 4B,Aquarius 4A,Leo 4B,13,16,14
Capricorn 4B,Aquarius 4A,Leo Alt,11,14,14
Capricorn 4B,Aquarius Alt,Leo 6,12,6,8
Capricorn 4B,Aquarius Alt,Leo 5,11,6,7
Capricorn 4B,Aquarius Alt,Leo 4A,11,8,10
Capricorn 4B,Aquarius Alt,Leo 4B,11,7,8
Capricorn 4B,Aquarius Alt,Leo Alt,9,4,6
Capricorn Alt,Aquarius 4A,Leo 6,13,10,12
Capricorn Alt,Aquarius 4A,Leo 5,12,14,16
Capricorn Alt,Aquarius 4A,Leo 4A,12,18,18
Capricorn Alt,Aquarius 4A,Leo 4B,12,12,12
Capricorn Alt,Aquarius 4A,Leo Alt,10,12,10
Capricorn Alt,Aquarius Alt,Leo 6,11,6,8
Capricorn Alt,Aquarius Alt,Leo 5,10,6,6
Capricorn Alt,Aquarius Alt,Leo 4A,10,6,8
Capricorn Alt,Aquarius Alt,Leo 4B,10,5,6
Capricorn Alt,Aquarius Alt,Leo Alt,8,4,6
Capricorn 6,Aquarius Alt,Virgo 6,14,14,13
Capricorn 6,Aquarius Alt,Virgo 5,14,14,13
Capricorn 6,Aquarius Alt,Virgo 4A,12,12,11
Capricorn 6,Aquarius Alt,Virgo Alt,10,14,11
Capricorn 5,Aquarius 4A,Virgo 6,16,20,22
Capricorn 5,Aquarius 4A,Virgo 5,16,26,23
Capricorn 5,Aquarius 4A,Virgo 4A,14,28,28
Capricorn 5,Aquarius 4A,Virgo 4B,14,25,20
Capricorn 5,Aquarius Alt,Virgo 6,14,8,8
Capricorn 5,Aquarius Alt,Virgo 5,14,13,12
Capricorn 5,Aquarius Alt,Virgo 4A,12,9,12
Capricorn 5,Aquarius Alt,Virgo 4B,12,11,11
Capricorn 5,Aquarius Alt,Virgo Alt,10,10,10
Capricorn 4A,Aquarius 4A,Virgo 6,15,20,20
Capricorn 4A,Aquarius 4A,Virgo 5,15,25,22
Capricorn 4A,Aquarius 4A,Virgo 4A,13,25,24
Capricorn 4A,Aquarius 4A,Virgo 4B,13,22,19
Capricorn 4A,Aquarius Alt,Virgo 6,13,9,10
Capricorn 4A,Aquarius Alt,Virgo 5,13,12,12
Capricorn 4A,Aquarius Alt,Virgo 4A,11,10,8
Capricorn 4A,Aquarius Alt,Virgo 4B,11,11,10
Capricorn 4A,Aquarius Alt,Virgo Alt,9,10,7
Capricorn 4B,Aquarius 4A,Virgo 6,15,16,19
Capricorn 4B,Aquarius Alt,Virgo 6,13,10,10
Capricorn 4B,Aquarius Alt,Virgo 5,13,12,12
Capricorn 4B,Aquarius Alt,Virgo 4A,11,10,10
Capricorn 4B,Aquarius Alt,Virgo 4B,11,9,10
Capricorn 4B,Aquarius Alt,Virgo Alt,9,10,8
Capricorn Alt,Aquarius 4A,Virgo 6,14,14,14
Capricorn Alt,Aquarius Alt,Virgo 6,12,10,10
Capricorn Alt,Aquarius Alt,Virgo 5,12,10,10
Capricorn Alt,Aquarius Alt,Virgo 4A,10,7,8
Capricorn Alt,Aquarius Alt,Virgo 4B,10,7,8
Capricorn Alt,Aquarius Alt,Virgo Alt,8,6,6
Capricorn 6,Aquarius Alt,Libra 6,11,13,12
Capricorn 6,Aquarius Alt,Libra 5,13,14,14
Capricorn 6,Aquarius Alt,Libra 4A,13,15,12
Capricorn 6,Aquarius Alt,Libra 4B,12,14,13
Capricorn 6,Aquarius Alt,Libra Alt,10,13,12
Capricorn 5,Aquarius 4A,Libra 4A,15,26,22
Capricorn 5,Aquarius 4A,Libra 4B,14,24,24
Capricorn 5,Aquarius Alt,Libra 6,11,10,11
Capricorn 5,Aquarius Alt,Libra 5,13,10,11
Capricorn 5,Aquarius Alt,Libra 4A,13,11,10
Capricorn 5,Aquarius Alt,Libra 4B,12,7,9
Capricorn 5,Aquarius Alt,Libra Alt,10,8,11
Capricorn 4A,Aquarius 4A,Libra 4A,14,22,24
Capricorn 4A,Aquarius 4A,Libra 4B,13,23,18
Capricorn 4A,Aquarius Alt,Libra 6,10,10,10
Capricorn 4A,Aquarius Alt,Libra 5,12,12,13
Capricorn 4A,Aquarius Alt,Libra 4A,12,13,12
Capricorn 4A,Aquarius Alt,Libra 4B,11,10,10
Capricorn 4A,Aquarius Alt,Libra Alt,9,10,10
Capricorn 4B,Aquarius Alt,Libra 6,10,10,10
Capricorn 4B,Aquarius Alt,Libra 5,12,10,11
Capricorn 4B,Aquarius Alt,Libra 4A,12,11,12
Capricorn 4B,Aquarius Alt,Libra 4B,11,8,7
Capricorn 4B,Aquarius Alt,Libra Alt,9,8,10
Capricorn Alt,Aquarius Alt,Libra 6,9,8,8
Capricorn Alt,Aquarius Alt,Libra 5,11,8,10
Capricorn Alt,Aquarius Alt,Libra 4A,11,9,10
Capricorn Alt,Aquarius Alt,Libra 4B,10,6,7
Capricorn Alt,Aquarius Alt,Libra Alt,8,6,8
Capricorn 6,Aquarius Alt,Scorpio 6,13,12,11
Capricorn 6,Aquarius Alt,Scorpio 5,13,16,15
Capricorn 6,Aquarius Alt,Scorpio 4A,12,13,10
Capricorn 6,Aquarius Alt,Scorpio 4B,11,14,13
Capricorn 6,Aquarius Alt,Scorpio Alt,11,12,10
Capricorn 5,Aquarius 4A,Scorpio 6,15,19,18
Capricorn 5,Aquarius 4A,Scorpio 5,15,22,20
Capricorn 5,Aquarius 4A,Scorpio 4A,14,20,16
Capricorn 5,Aquarius 4A,Scorpio 4B,13,20,16
Capricorn 5,Aquarius 4A,Scorpio Alt,13,20,16
Capricorn 5,Aquarius Alt,Scorpio 6,13,9,4
Capricorn 5,Aquarius Alt,Scorpio 5,13,10,8
Capricorn 5,Aquarius Alt,Scorpio 4A,12,5,4
Capricorn 5,Aquarius Alt,Scorpio 4B,11,8,6
Capricorn 5,Aquarius Alt,Scorpio Alt,11,7,4
Capricorn 4A,Aquarius 4A,Scorpio 6,14,18,14
Capricorn 4A,Aquarius 4A,Scorpio 5,14,19,18
Capricorn 4A,Aquarius 4A,Scorpio 4A,13,16,15
Capricorn 4A,Aquarius 4A,Scorpio 4B,12,16,16
Capricorn 4A,Aquarius 4A,Scorpio Alt,12,16,15
Capricorn 4A,Aquarius Alt,Scorpio 6,12,7,6
Capricorn 4A,Aquarius Alt,Scorpio 5,12,9,8
Capricorn 4A,Aquarius Alt,Scorpio 4A,11,6,5
Capricorn 4A,Aquarius Alt,Scorpio 4B,10,7,6
Capricorn 4A,Aquarius Alt,Scorpio Alt,10,8,6
Capricorn 4B,Aquarius 4A,Scorpio 6,14,18,14
Capricorn 4B,Aquarius 4A,Scorpio 5,14,20,16
Capricorn 4B,Aquarius 4A,Scorpio 4A,13,18,14
Capricorn 4B,Aquarius 4A,Scorpio 4B,12,18,14
Capricorn 4B,Aquarius 4A,Scorpio Alt,12,18,14
Capricorn 4B,Aquarius Alt,Scorpio 6,12,6,6
Capricorn 4B,Aquarius Alt,Scorpio 5,12,8,8
Capricorn 4B,Aquarius Alt,Scorpio 4A,11,6,6
Capricorn 4B,Aquarius Alt,Scorpio 4B,10,6,6
Capricorn 4B,Aquarius Alt,Scorpio Alt,10,6,6
Capricorn Alt,Aquarius 4A,Scorpio 6,13,14,12
Capricorn Alt,Aquarius 4A,Scorpio 5,13,16,14
Capricorn Alt,Aquarius 4A,Scorpio 4A,12,14,12
Capricorn Alt,Aquarius 4A,Scorpio 4B,11,14,12
Capricorn Alt,Aquarius 4A,Scorpio Alt,11,14,12
Capricorn Alt,Aquarius Alt,Scorpio 6,11,4,4
Capricorn Alt,Aquarius Alt,Scorpio 5,11,6,8
Capricorn Alt,Aquarius Alt,Scorpio 4A,10,4,4
Capricorn Alt,Aquarius Alt,Scorpio 4B,9,4,6
Capricorn Alt,Aquarius Alt,Scorpio Alt,9,4,4
Capricorn 6,Aquarius Alt,Sagittarius 6,13,18,15
Capricorn 6,Aquarius Alt,Sagittarius 5,12,22,19
Capricorn 6,Aquarius Alt,Sagittarius 4A,12,18,14
Capricorn 6,Aquarius Alt,Sagittarius 4B,10,18,14
Capricorn 6,Aquarius Alt,Sagittarius Alt,10,16,13
Capricorn 5,Aquarius 4A,Sagittarius 6,15,28,23
Capricorn 5,Aquarius 4A,Sagittarius 4A,14,25,21
Capricorn 5,Aquarius 4A,Sagittarius 4B,12,25,20
Capricorn 5,Aquarius Alt,Sagittarius 6,13,11,11
Capricorn 5,Aquarius Alt,Sagittarius 5,12,16,16
Capricorn 5,Aquarius Alt,Sagittarius 4A,12,10,12
Capricorn 5,Aquarius Alt,Sagittarius 4B,10,10,10
Capricorn 5,Aquarius Alt,Sagittarius Alt,10,11,12
Capricorn 4A,Aquarius 4A,Sagittarius 6,14,22,18
Capricorn 4A,Aquarius 4A,Sagittarius 4A,13,22,16
Capricorn 4A,Aquarius 4A,Sagittarius 4B,11,21,17
Capricorn 4A,Aquarius Alt,Sagittarius 6,12,12,12
Capricorn 4A,Aquarius Alt,Sagittarius 5,11,17,17
Capricorn 4A,Aquarius Alt,Sagittarius 4A,11,9,10
Capricorn 4A,Aquarius Alt,Sagittarius 4B,9,9,10
Capricorn 4A,Aquarius Alt,Sagittarius Alt,9,12,11
Capricorn 4B,Aquarius Alt,Sagittarius 6,12,12,12
Capricorn 4B,Aquarius Alt,Sagittarius 5,11,14,16
Capricorn 4B,Aquarius Alt,Sagittarius 4A,11,11,10
Capricorn 4B,Aquarius Alt,Sagittarius 4B,9,8,10
Capricorn 4B,Aquarius Alt,Sagittarius Alt,9,11,10
Capricorn Alt,Aquarius Alt,Sagittarius 6,11,10,11
Capricorn Alt,Aquarius Alt,Sagittarius 5,10,14,15
Capricorn Alt,Aquarius Alt,Sagittarius 4A,10,8,9
Capricorn Alt,Aquarius Alt,Sagittarius 4B,8,6,9
Capricorn Alt,Aquarius Alt,Sagittarius Alt,8,11,9
Capricorn 6,Pisces 6,Aries 6,15,13,16
Capricorn 6,Pisces 6,Aries 5,14,19,21
Capricorn 6,Pisces 6,Aries 4A,14,17,17
Capricorn 6,Pisces 6,Aries 4B,13,14,13
Capricorn 6,Pisces 6,Aries Alt,13,15,15
Capricorn 6,Pisces 5,Aries 6,14,12,16
Capricorn 6,Pisces 5,Aries 5,13,18,17
Capricorn 6,Pisces 5,Aries 4A,13,16,15
Capricorn 6,Pisces 5,Aries 4B,12,14,12
Capricorn 6,Pisces 5,Aries Alt,12,14,14
Capricorn 6,Pisces 4A,Aries 6,15,18,18
Capricorn 6,Pisces 4A,Aries 5,14,16,17
Capricorn 6,Pisces 4A,Aries 4A,14,12,11
Capricorn 6,Pisces 4A,Aries 4B,13,8,10
Capricorn 6,Pisces 4A,Aries Alt,13,11,10
Capricorn 6,Pisces 4B,Aries 6,12,12,12
Capricorn 6,Pisces 4B,Aries 5,11,10,10
Capricorn 6,Pisces 4B,Aries 4A,11,12,11
Capricorn 6,Pisces 4B,Aries 4B,10,8,8
Capricorn 6,Pisces 4B,Aries Alt,10,11,10
Capricorn 6,Pisces Alt,Aries 6,12,10,14
Capricorn 6,Pisces Alt,Aries 5,11,16,15
Capricorn 6,Pisces Alt,Aries 4A,11,14,13
Capricorn 6,Pisces Alt,Aries 4B,10,12,10
Capricorn 6,Pisces Alt,Aries Alt,10,12,12
Capricorn 5,Pisces 6,Aries 6,15,11,13
Capricorn 5,Pisces 6,Aries 5,14,10,12
Capricorn 5,Pisces 6,Aries 4A,14,10,12
Capricorn 5,Pisces 6,Aries 4B,13,12,14
Capricorn 5,Pisces 6,Aries Alt,13,8,10
Capricorn 5,Pisces 5,Aries 6,14,11,10
Capricorn 5,Pisces 5,Aries 5,13,8,8
Capricorn 5,Pisces 5,Aries 4A,13,10,12
Capricorn 5,Pisces 5,Aries 4B,12,9,9
Capricorn 5,Pisces 5,Aries Alt,12,8,10
Capricorn 5,Pisces 4A,Aries 6,15,18,18
Capricorn 5,Pisces 4A,Aries 5,14,11,11
Capricorn 5,Pisces 4A,Aries 4A,14,12,13
Capricorn 5,Pisces 4A,Aries 4B,13,11,9
Capricorn 5,Pisces 4A,Aries Alt,13,14,13
Capricorn 5,Pisces 4B,Aries 6,12,12,8
Capricorn 5,Pisces 4B,Aries 5,11,9,11
Capricorn 5,Pisces 4B,Aries 4A,11,12,14
Capricorn 5,Pisces 4B,Aries 4B,10,11,8
Capricorn 5,Pisces 4B,Aries Alt,10,11,10
Capricorn 5,Pisces Alt,Aries 6,12,11,10
Capricorn 5,Pisces Alt,Aries 5,11,8,8
Capricorn 5,Pisces Alt,Aries 4A,11,10,12
Capricorn 5,Pisces Alt,Aries 4B,10,9,9
Capricorn 5,Pisces Alt,Aries Alt,10,8,10
Capricorn 4A,Pisces 6,Aries 6,14,13,12
Capricorn 4A,Pisces 6,Aries 5,13,15,13
Capricorn 4A,Pisces 6,Aries 4A,13,12,10
Capricorn 4A,Pisces 6,Aries 4B,12,12,11
Capricorn 4A,Pisces 6,Aries Alt,12,10,10
Capricorn 4A,Pisces 5,Aries 6,13,10,11
Capricorn 4A,Pisces 5,Aries 5,12,8,6
Capricorn 4A,Pisces 5,Aries 4A,12,10,8
Capricorn 4A,Pisces 5,Aries 4B,11,9,7
Capricorn 4A,Pisces 5,Aries Alt,11,10,10
Capricorn 4A,Pisces 4A,Aries 6,14,16,15
Capricorn 4A,Pisces 4A,Aries 5,13,12,14
Capricorn 4A,Pisces 4A,Aries 4A,13,10,8
Capricorn 4A,Pisces 4A,Aries 4B,12,8,10
Capricorn 4A,Pisces 4A,Aries Alt,12,10,10
Capricorn 4A,Pisces 4B,Aries 6,11,12,10
Capricorn 4A,Pisces 4B,Aries 5,10,9,10
Capricorn 4A,Pisces 4B,Aries 4A,10,10,11
Capricorn 4A,Pisces 4B,Aries 4B,9,8,8
